qd1,qd2,phrase1,phrase2,label
53551,53552,take team say,russo occupation teacher would add skill subtract deficiency tell u job best suit talent mysterious scientific,0
53553,53554,would nt would nt even stay boy chase buzzard day hot sun nigh crazy rest,remember first take preference test would prefer albie pelagutti sat one seat behind left first day high school stroll happily test examine ancient fossil defend criminal albie like inside vesuvius rise fell pitch toss swell chair,0
53555,53556,leave cash anyway say,finally make decision make,0
53557,53558,would nt make pallet quilt top coffin laid set tool put team haul wagon mile road,could hear pencil drive x column opposite activity thought wise prefer engage,0
53559,53560,well bother anse say say,russo left room,0
53561,53562,sho say,go drink say,0
53563,53564,fine,russo forever pain let u know squareshooter unlike teacher might would go front door classroom sneak around back door observe responsible,0
53565,53566,safe,sure enough return go drink lip wet come back men room could smell soap hand,0
53567,53568,let go back eat supper,take time boy say door swung shut behind,0
53569,53570,thank anse say,black wingtipped shoe beat marble corridor five thick finger dug shoulder,0
53571,53572,get little something basket,turn around pelagutti,0
53573,53574,say,say,0
53575,53576,brought home,number twentysix pelagutti say answer give truth anything pelagutti rise halfway desk glare,0
53577,53578,stale say,hippopotamus big black smelly short sleeve squeeze tight around monstrous arm though take blood moment skybound answer menace flip back three page question booklet reread number twentysix,0
53579,53580,come get hot victual,would prefer attend world trade convention,0
53581,53582,would nt come,pick cherry,0
53583,53584,reckon make anse say,stay read sick friend,0
53585,53586,go home et take basket back try make come back house,tinker automobile engines look blankfaced back albie shrug shoulder,0
53587,53588,thank say,right answer,0
53589,53590,reckon make,anything almost rocket seat,0
53591,53592,left squat around little fire wait god know,give crap,0
53593,53594,come home,answer strange head popped glance hiss lip sham realize minute russo wetlipped might come back first day high school would caught cheat,0
53595,53596,kept think fellow tear away horse,look number twentysix back albie always towards anger pity fear love vengeance instinct irony time delicate mallet whisper stay read sick friend volcano subside albie met,0
53597,53598,would last would see,become friend,0
53599,53600,durn could blame,remain elbow throughout test throughout lunch school,0
53601,53602,want give horse get shut durn fool anse,learn albie youth thing direction eat hamburger strange diner go cold shower wethaired winter weather cruel animal trafficked whore steal caught paid,0
53603,53604,thought,told unwrapped lunch candy store across school crappin around,0
53605,53606,durn aint something durn fellow like anse seem make man help even know hell want kick next minute,gettin education,0
53607,53608,hour breakfast next morning eustace grimm work snopes place come span mule hunt anse,gon na think picked figure movie musical see previous afternoon rest u english gon na put best foot forward follow week russo read result test appear albie foot move forward find strange wonderful path,0
53609,53610,thought anse never trade say,russo sat desk pile test stack like ammunition chart diagram mount huge either side deliver destiny,0
53611,53612,sho eustace say,albie go lawyer,0
53613,53614,like horse,albie confess first week one fact particular fasten brain soon forgot town sicily born occupation father either make ice deliver year model car steal,0
53615,53616,say,forget though albie apparently star jamesburg reformatory baseball team,0
53617,53618,never see,select gym teacher mr,0
53619,53620,found horse barn morning go feed told mr snopes say bring team,hopper captain one gym class softball team played softball world series switch touch football knew get pelagutti side,0
53621,53622,well last ever see sho enough,arm could hit ball mile,0
53623,53624,come christmas time maybe get postal card nim texas reckon,day team select albie shuffle back forth side lockerroom change gym khakicolored short tshirt sweat sock sneaker,0
53625,53626,nt jewel reckon owe much,albie already change beneath khaki gym short wear support retain lavender undershorts hung three inch outer short look like long fancy hem,0
53627,53628,durn anse dont conjure man way,instead tshirt wore sleeveless undershirt beneath high tarblack sneaker wore thin black silk sock slender arrow embroider side,0
53629,53630,durn aint sight,naked might like centuriesdead ancestor toss lion death colosseum outfit though tell detract dignity,0
53631,53632,look darl say see,left lockerroom pad dark basement corridor onto sunny september play field talk continually play sport kid played jamesburg baseball come like nothing nod head,0
53633,53634,look,think pete reiser ask,0
53635,53636,watch little tall black circle notmoving,pretty good man say,0
53637,53638,yesterday four say,hopper bronze smile erect flip coin look saw glint sun call heads land tail captain first choice,0
53639,53640,four barn,heart flop look albie arm calm pass chose first tall lean firstbaseman type,0
53641,53642,know would try light wagon,immediately say take pelagutti often see smile like one cross albie pelagutti face moment would think parole life sentence,0
53643,53644,say,game begin,0
53645,53646,would,played bat second albie center field wish bat fourth,0
53647,53648,darl say,first man ground first baseman,0
53649,53650,would nt let light say,next batter hit high lofty fly ball center field,0
53651,53652,would nt let light cash either,moment saw albie move knew tommy henrich pete reiser name knew baseball bone night,0
53653,53654,cash sick,ball hung air albie jumped beneath arm raise upward directly head wrist glue together two hand flap open close like butterfly wing beg ball toward,0
53655,53656,sick box,c mon scream sky c mon leg bicyclepumped,0
53657,53658,mother fish,hope moment death take long damn ball drop,0
53659,53660,get get medicine mottson pa say,hung hung albie cavort beneath like holy roller,0
53661,53662,reckon well,land smack albie chest,0
53663,53664,feel cash,runner round second head third albie twirl around look arm stretch though play ringaroundarosy two invisible child,0
53665,53666,darl say,behind pelagutti scream,0
53667,53668,dont bother none cash say,stop move,0
53669,53670,want propped little high,call back,0
53671,53672,darl say,ran halfway center field,0
53673,53674,cash broken leg,behind runner round third stand define relay,0
53675,53676,two broken leg,end first half first inning come bat behind home run relayed late pelagutti,0
53677,53678,lie box quilt roll head piece wood knee,masochistic delight must describe albie tht plate first face pitcher swung every side though drive peg ground,0
53679,53680,reckon ought left armstid pa say,ask righthanded lefthanded,0
53681,53682,nt get broken leg pa nt darl nt bump cash say,know,0
53683,53684,kind grind together little bump,change gym uniform silent,0
53685,53686,dont bother none,boil watch pelagutti comer eye,0
53687,53688,jewel go away,kick crazy black sneaker pull pink gaucho shirt still red spot u front undershirt first fly ball hit,0
53689,53690,fore god best ere man jewel mother horse darl,without remove gym short stuck foot gray watch hoist trouser red splotch ground ball bang shin past red splotch pitch ball smack knee cap thigh,0
53691,53692,say,finally spoke,0
53693,53694,maybe draw rope little tighter darl say,damn pelagutti know pete reiser fell stuff sneaker locker answer,0
53695,53696,dewey dell nt get broken leg nt,talk mountainous pink shirt back,0
53697,53698,cash brother,come tell played prison team mumble something,0
53699,53700,stop,say,0
53701,53702,darl loosens rope cash begin sweat,grumble,0
53703,53704,teeth look,bullshit say,0
53705,53706,hurt,speak left lockerroom,0
53707,53708,darl say,pass gym office way occupation mr,0
53709,53710,reckon well put back cash say,hopper look desk wink,0
53711,53712,darl put rope back pull hard,motion head pelagutti indicate knew picked lemon could expect bum like pelagutti allamerican boy first place,0
53713,53714,cash teeth look,mr,0
53715,53716,hurt,hopper turn sunlamped head back desk,0
53717,53718,darl say,say pelagutti turn second floor land stuck rest term shuffle ahead without answer oxlike behind tail flick fly infuriate,0
53719,53720,dont bother none cash say,goddamn liar say,0
