qd1,qd2,phrase1,phrase2,label
69311,69312,thought might lonely,ball hung air albie jumped beneath arm raise upward directly head wrist glue together two hand flap open close like butterfly wing beg ball toward,0
69313,69314,everybody lonely david say,c mon scream sky c mon leg bicyclepumped,0
69315,69316,terrible bed together lonely,hope moment death take long damn ball drop,0
69317,69318,nt solution david say,hung hung albie cavort beneath like holy roller,0
69319,69320,plan scheme worthless,land smack albie chest,0
69321,69322,nt give chance,runner round second head third albie twirl around look arm stretch though play ringaroundarosy two invisible child,0
69323,69324,crazy anyway,behind pelagutti scream,0
69325,69326,sick crazy thing,stop move,0
69327,69328,one get broken,call back,0
69329,69330,know,ran halfway center field,0
69331,69332,ca nt try really good,behind runner round third stand define relay,0
69333,69334,nearly,end first half first inning come bat behind home run relayed late pelagutti,0
69335,69336,sick devil,masochistic delight must describe albie tht plate first face pitcher swung every side though drive peg ground,0
69337,69338,sick way,ask righthanded lefthanded,0
69339,69340,would nt try,know,0
69341,69342,nt work sick,change gym uniform silent,0
69343,69344,say fine day really cheerful depressed,boil watch pelagutti comer eye,0
69345,69346,wo nt try u,kick crazy black sneaker pull pink gaucho shirt still red spot u front undershirt first fly ball hit,0
69347,69348,want much,without remove gym short stuck foot gray watch hoist trouser red splotch ground ball bang shin past red splotch pitch ball smack knee cap thigh,0
69349,69350,want everything much get nt give damn,finally spoke,0
69351,69352,overconfident time get insufferable,damn pelagutti know pete reiser fell stuff sneaker locker answer,0
69353,69354,please try,talk mountainous pink shirt back,0
69355,69356,let go sleep devil talk,come tell played prison team mumble something,0
69357,69358,kiss please catherine say,say,0
69359,69360,go sleep know,grumble,0
69361,69362,always everything want really want,bullshit say,0
69363,69364,want thing devil,speak left lockerroom,0
69365,69366,true david,pass gym office way occupation mr,0
69367,69368,anyway,hopper look desk wink,0
69369,69370,everybody,motion head pelagutti indicate knew picked lemon could expect bum like pelagutti allamerican boy first place,0
69371,69372,know nt,mr,0
69373,69374,go sleep devil,hopper turn sunlamped head back desk,0
69375,69376,would please kiss first wo nt lonely,say pelagutti turn second floor land stuck rest term shuffle ahead without answer oxlike behind tail flick fly infuriate,0
69377,69378,elephant longer travel move aimlessly feed occasionally david know get dose,goddamn liar say,0
69379,69380,try remember felt,spun around fast ox,0
69381,69382,love elephant yet,stuck nobody top land head lockerlined corridor kid pile stair behind stop listen,0
69383,69384,must remember,snotass saw five hairy knuckle come right mouth,0
69385,69386,sorrow come tiredness brought understand age,move time heard crash inside bridge nose,0
69387,69388,though young learn must old,felt hip dip back leg head come forward curve like letter c swept fifteen foot backward felt cold marble beneath palm hand,0
69389,69390,lonesome kibo think juma kill elephant friend turn juma make elephant brother,albie step around occupation room,0
69391,69392,knew much meant see elephant moonlight follow kibo come close clearing see great tusk,look see mr,0
69393,69394,know nothing would ever good,russo black wingtipped shoe enter room,0
69395,69396,knew would kill elephant nothing could,almost sure see albie blast never know,0
69397,69398,betrayed elephant go back tell shamba,nobody include albie ever mention,0
69399,69400,would kill would kill kibo ivory thought know untrue,perhaps mistake call albie liar star baseball league know,0
69401,69402,probably elephant go find born kill,way contrast want introduce duke scarpa another excon u year,0
69403,69404,need make perfect,neither albie duke incidentally typical member high school community,0
69405,69406,like kill kill friend,live end newark neck reach u board education try albie two school duke four,0
69407,69408,would big joke,board hop finally like marx high culture would absorb low,0
69409,69410,would pleased,albie duke particular use albie make mind go straight one always felt duke oily quietness boneless grace planning job,0
69411,69412,god damn friend killer,yet though affection never live duke wander albie aware suspect albie despise able read associate easy abide one despises know soul,0
69413,69414,move edge thick cover elephant close ahead,albie hippopotamus ox duke reptilian,0
69415,69416,david could smell could hear pull branch snap make,know easy spot animal one fellow,0
69417,69418,father put hand david shoulder move back wait outside take big pinch ash pouch pocket toss air,lunch hour duke use spar hall outside cafeteria,0
69419,69420,ash barely slant toward fell father nod juma bent follow thick cover,know hook jab disliked dark skin roughen hair muss delighted move bobbing coil uncoil think would paid privilege play serpent,0
69421,69422,david watch back ass go sight,hypnotize duke pull slimy string inside albie pelagutti sought stretch deeper think nobler cord,0
69423,69424,could hear move,make albie sound like peachesandcream,0
69425,69426,david stood still listen elephant feed,let tell mr,0
69427,69428,could smell strongly night moonlight work close see wonderful tusk,russo,0
69429,69430,stood silent could smell elephant,russo believe battery test immigrant parent albie maybe albie believe papal infallibility,0
69431,69432,high squeal smash shot heavy rock double report father smash crash go go steadily away go heavy growth found juma stand shaken bleeding forehead face father white angry,test say albie go lawyer go lawyer,0
69433,69434,go juma knock father say,albie past seem increase russo devotion prophecy approach albie salvation eye,0
69435,69436,juma hit head,call shout back see walk run towards crowd downtown street pursue police day,0
69437,69438,hit,consider russo sent visit court respect teacher much rather think felt russo try rub nose,0
69439,69440,fuck well could father say,surprise next day gym albie announce assault occupation teacher first crime plan since decision go straight back september,0
69441,69442,get fuck blood spoor,outline action indicate pas detail member class,0
69443,69444,plenty blood,liaison albie wellbehaved healthy nonconvicts like make rest class station classroom door member pass unfolded plot ear soon tenfifteen russo turn blackboard bend tie shoelace classmate look back puzzle would motion pelagutti hulk desk puzzle expression would vanish another accomplice would enter room,0
69445,69446,one stream high david head squirt bright trunk leaf vine another much low dark foul stomach content,one give trouble duke,0
69447,69448,lung gut shot father say,listen plan scowl back look man get syndicate fact never even heard,0
69449,69450,find hope hell add,finally bell rang close door behind move noiselessly desk,0
69451,69452,found anchor suffer despair could longer move,wait clock move quarter russo turn board write upon salary range aluminum worker,0
69453,69454,crashed heavy cover feed cross path open forest david father run along heavily splash blood trail,bent tie desk saw upsidedown grin face,0
69455,69456,elephant go thick forest david see ahead stand gray huge trunk tree,left behind heard albie hiss hand fumble black silk sock hiss grow grow rush sicilian mutter spew vicious,0
69457,69458,david could see stern father move ahead follow come alongside elephant though ship david saw blood come rank run side father raise rifle fire elephant turn head great tusk move heavy slow look father fire second barrel elephant seem sway like fell tree come smash toward,exchange strictly russo,0
69459,69460,dead,look front classroom finger knot unknotting shoelace blood pump face,0
69461,69462,anchor shoulder broken,saw russo leg turn,0
69463,69464,move eye alive look david,sight must twentyfive face nothing,0
69465,69466,long eyelash eye alive thing david ever see,desk,0
69467,69468,shoot ear hole three oh three father say,okay heard russo say okay give little clap hand,0
69469,69470,go,enough fella,0
69471,69472,shoot david say,joke,0
69473,69474,juma come limp bloody skin fore head hang left eye bone nose show one ear torn take rifle david without speak push muzzle almost ear hole fire twice jerking bolt drive forward angrily,noise,0
